,structure,exfoliation_en
10,"Full Formula (Nb2 Br4 O2)
Reduced Formula: NbBr2O
abc   :   7.047209   3.924012  27.724200
angles:  90.000000 104.601508  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Br    0.078394  0.455778  0.344574  [0.0, 0.0, 0.0]
  1  Br    0.566239  0.44983   0.332351  [0.0, 0.0, 0.0]
  2  Br    0.433761  0.44983   0.198745  [0.0, 0.0, 0.0]
  3  Br    0.921606  0.455778  0.186522  [0.0, 0.0, 0.0]
  4  Nb    0.784932  0.486139  0.26555   [0.0, 0.0, 0.0]
  5  Nb    0.215068  0.486139  0.265546  [0.0, 0.0, 0.0]
  6  O     0.778808  0.961352  0.265565  [0.0, 0.0, 0.0]
  7  O     0.221192  0.961352  0.26553   [0.0, 0.0, 0.0]",62.799124999999734
11,"Full Formula (Sr2 Sb2 Se4 F2)
Reduced Formula: SrSbSe2F
abc   :   4.103648   4.103648  34.757428
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (10)
  #  SP       a     b         c  velocities
---  ----  ----  ----  --------  ---------------
  0  Sr     0     0.5  0.170778  [0.0, 0.0, 0.0]
  1  Sr     0.5   0    0.253806  [0.0, 0.0, 0.0]
  2  Sb     0.5  -0    0.059902  [0.0, 0.0, 0.0]
  3  Sb    -0     0.5  0.364681  [0.0, 0.0, 0.0]
  4  Se     0     0.5  0.048539  [0.0, 0.0, 0.0]
  5  Se     0.5   0    0.133148  [0.0, 0.0, 0.0]
  6  Se     0     0.5  0.291436  [0.0, 0.0, 0.0]
  7  Se     0.5   0    0.376044  [0.0, 0.0, 0.0]
  8  F      0     0    0.212292  [0.0, 0.0, 0.0]
  9  F      0.5   0.5  0.212292  [0.0, 0.0, 0.0]",57.381499999999974
12,"Full Formula (Co2 O4)
Reduced Formula: CoO2
abc   :   4.882604   2.819455  25.306090
angles:  90.000000  92.392471  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Co    0.939716  0.799419  0.22539   [0.0, 0.0, 0.0]
  1  Co    0.439716  0.299419  0.22539   [0.0, 0.0, 0.0]
  2  O     0.281047  0.799419  0.262292  [0.0, 0.0, 0.0]
  3  O     0.781047  0.299419  0.262292  [0.0, 0.0, 0.0]
  4  O     0.098385  0.299419  0.188487  [0.0, 0.0, 0.0]
  5  O     0.598385  0.799419  0.188487  [0.0, 0.0, 0.0]",1.6598333333330828
13,"Full Formula (Ag2 I2)
Reduced Formula: AgI
abc   :   4.352319   4.352319  28.673183
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Ag    0.727068  0.727068  0.116366  [0.0, 0.0, 0.0]
  1  Ag    0.227068  0.227068  0.116366  [0.0, 0.0, 0.0]
  2  I     0.227068  0.727068  0.184101  [0.0, 0.0, 0.0]
  3  I     0.727068  0.227068  0.048632  [0.0, 0.0, 0.0]",88.70622750000001
14,"Full Formula (Co1 I2)
Reduced Formula: CoI2
abc   :   3.915152   3.915152  26.666722
angles:  90.000000  90.000000 120.000006
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Co    0.334942  0.977245  0.125001  [0.0, 0.0, 0.0]
  1  I     0.668275  0.643912  0.183142  [0.0, 0.0, 0.0]
  2  I     0.001609  0.310578  0.06686   [0.0, 0.0, 0.0]",85.11186666666659
15,"Full Formula (Nb4 Se8 Br8)
Reduced Formula: Nb(SeBr)2
abc   :   6.695561  11.774121  27.256753
angles:  90.000000  95.515606  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Nb    0.89893   0.948374  0.18048   [0.0, 0.0, 0.0]
  1  Nb    0.89893   0.695756  0.18048   [0.0, 0.0, 0.0]
  2  Nb    0.39893   0.195756  0.18048   [0.0, 0.0, 0.0]
  3  Nb    0.39893   0.448374  0.18048   [0.0, 0.0, 0.0]
  4  Se    0.209097  0.822065  0.213652  [0.0, 0.0, 0.0]
  5  Se    0.709097  0.322065  0.213652  [0.0, 0.0, 0.0]
  6  Se    0.942437  0.822065  0.261739  [0.0, 0.0, 0.0]
  7  Se    0.442437  0.322065  0.261739  [0.0, 0.0, 0.0]
  8  Se    0.355422  0.322065  0.099221  [0.0, 0.0, 0.0]
  9  Se    0.855422  0.822065  0.099221  [0.0, 0.0, 0.0]
 10  Se    0.088762  0.322065  0.147308  [0.0, 0.0, 0.0]
 11  Se    0.588762  0.822065  0.147308  [0.0, 0.0, 0.0]
 12  Br    0.108658  0.529735  0.237436  [0.0, 0.0, 0.0]
 13  Br    0.108658  0.114395  0.237436  [0.0, 0.0, 0.0]
 14  Br    0.608658  0.614395  0.237436  [0.0, 0.0, 0.0]
 15  Br    0.608658  0.029735  0.237436  [0.0, 0.0, 0.0]
 16  Br    0.189202  0.614395  0.123524  [0.0, 0.0, 0.0]
 17  Br    0.189202  0.029735  0.123524  [0.0, 0.0, 0.0]
 18  Br    0.689202  0.114395  0.123524  [0.0, 0.0, 0.0]
 19  Br    0.689202  0.529735  0.123524  [0.0, 0.0, 0.0]",74.06065000000028
16,"Full Formula (Zr2 Br2 N2)
Reduced Formula: ZrBrN
abc   :   3.625047   4.128046  28.003880
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Zr    0.737131  0.079168  0.192578  [0.0, 0.0, 0.0]
  1  Zr    0.237131  0.579168  0.128945  [0.0, 0.0, 0.0]
  2  Br    0.237131  0.079168  0.267263  [0.0, 0.0, 0.0]
  3  Br    0.737131  0.579168  0.05426   [0.0, 0.0, 0.0]
  4  N     0.737131  0.579168  0.170911  [0.0, 0.0, 0.0]
  5  N     0.237131  0.079168  0.150612  [0.0, 0.0, 0.0]",42.066166666666405
17,"Full Formula (In2 Br6)
Reduced Formula: InBr3
abc   :   6.784793   6.784813  23.189906
angles:  86.453330  82.892949  60.000095
pbc   :       True       True       True
Sites (8)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  Br    0.112857   0         0.000725  [0.0, 0.0, 0.0]
  1  Br    0.749317  -0         0.137101  [0.0, 0.0, 0.0]
  2  Br    0.806971   0.652953  0.000736  [0.0, 0.0, 0.0]
  3  Br    0.40225    0.652953  0.13709   [0.0, 0.0, 0.0]
  4  Br    0.055203   0.347047  0.13709   [0.0, 0.0, 0.0]
  5  Br    0.459924   0.347047  0.000736  [0.0, 0.0, 0.0]
  6  In    0.097741   0.666691  0.068913  [0.0, 0.0, 0.0]
  7  In    0.764433   0.333309  0.068913  [0.0, 0.0, 0.0]",77.39025
18,"Full Formula (Y2 Ga2 I2)
Reduced Formula: YGaI
abc   :   4.181055   4.181054  28.242785
angles:  90.000000  90.000000 119.999998
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Y     0.294047  0.679359  0.288101  [0.0, 0.0, 0.0]
  1  Y     0.294047  0.679359  0.145383  [0.0, 0.0, 0.0]
  2  Ga    0.960714  0.012692  0.229259  [0.0, 0.0, 0.0]
  3  Ga    0.62738   0.346026  0.204225  [0.0, 0.0, 0.0]
  4  I     0.62738   0.346026  0.358767  [0.0, 0.0, 0.0]
  5  I     0.960714  0.012692  0.074716  [0.0, 0.0, 0.0]",44.36850000000003
19,"Full Formula (Y2 I6)
Reduced Formula: YI3
abc   :   7.512037   7.512038  25.673741
angles:  90.000000  90.000000 120.000001
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Y     0         0         0.147202  [0.0, 0.0, 0.0]
  1  Y     0.666667  0.333333  0.14718   [0.0, 0.0, 0.0]
  2  I     0.676501  0.009793  0.078744  [0.0, 0.0, 0.0]
  3  I     0.333292  0.323499  0.078744  [0.0, 0.0, 0.0]
  4  I     0.990207  0.666708  0.078744  [0.0, 0.0, 0.0]
  5  I     0.333375  0.009835  0.215639  [0.0, 0.0, 0.0]
  6  I     0.67646   0.666625  0.215639  [0.0, 0.0, 0.0]
  7  I     0.990165  0.32354   0.215639  [0.0, 0.0, 0.0]",92.26887499999981
20,"Full Formula (Nb4 Co4 Te8)
Reduced Formula: NbCoTe2
abc   :   6.352074   7.797617  24.960256
angles:  98.585492  90.000000  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Nb    0.483005  0.197304  0.090328  [0.0, 0.0, 0.0]
  1  Nb    0.516995  0.802695  0.099351  [0.0, 0.0, 0.0]
  2  Nb    0.983005  0.302695  0.099351  [0.0, 0.0, 0.0]
  3  Nb    0.016995  0.697305  0.090328  [0.0, 0.0, 0.0]
  4  Co    0.853694  0.977181  0.062474  [0.0, 0.0, 0.0]
  5  Co    0.353694  0.522819  0.127203  [0.0, 0.0, 0.0]
  6  Co    0.646306  0.477181  0.062474  [0.0, 0.0, 0.0]
  7  Co    0.146306  0.022819  0.127203  [0.0, 0.0, 0.0]
  8  Te    0.25426   0.433392  0.025149  [0.0, 0.0, 0.0]
  9  Te    0.747193  0.694936  0.000122  [0.0, 0.0, 0.0]
 10  Te    0.247193  0.805064  0.189557  [0.0, 0.0, 0.0]
 11  Te    0.75426   0.066608  0.16453   [0.0, 0.0, 0.0]
 12  Te    0.752807  0.194936  0.000122  [0.0, 0.0, 0.0]
 13  Te    0.252807  0.305064  0.189557  [0.0, 0.0, 0.0]
 14  Te    0.24574   0.933392  0.025149  [0.0, 0.0, 0.0]
 15  Te    0.74574   0.566608  0.16453   [0.0, 0.0, 0.0]",80.4718750000002
21,"Full Formula (Mn2 Se2)
Reduced Formula: MnSe
abc   :   3.576771   3.576771  26.246356
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Mn    0.864359  0.864359  0.118995  [0.0, 0.0, 0.0]
  1  Mn    0.364359  0.364359  0.118995  [0.0, 0.0, 0.0]
  2  Se    0.864359  0.364359  0.178936  [0.0, 0.0, 0.0]
  3  Se    0.364359  0.864359  0.059054  [0.0, 0.0, 0.0]",81.84250000000004
22,"Full Formula (Al2 H2 O4)
Reduced Formula: AlHO2
abc   :   2.928467   3.702499  26.333641
angles:  90.000000 100.330019  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP           a     b         c  velocities
---  ----  --------  ----  --------  ---------------
  0  Al    0.697866  0.75  0.087942  [0.0, 0.0, 0.0]
  1  Al    0.302129  0.25  0.152572  [0.0, 0.0, 0.0]
  2  H     0.062334  0.75  0.003824  [0.0, 0.0, 0.0]
  3  H     0.937685  0.25  0.236692  [0.0, 0.0, 0.0]
  4  O     0.1223    0.75  0.041083  [0.0, 0.0, 0.0]
  5  O     0.721837  0.25  0.102791  [0.0, 0.0, 0.0]
  6  O     0.278152  0.75  0.137725  [0.0, 0.0, 0.0]
  7  O     0.877698  0.25  0.199432  [0.0, 0.0, 0.0]",68.47100000000061
23,"Full Formula (Co1 O2)
Reduced Formula: CoO2
abc   :   2.817350   2.817350  24.551775
angles:  90.000000  90.000000 120.000006
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Co    0.269054  0.929012  0.092697  [0.0, 0.0, 0.0]
  1  O     0.602387  0.595679  0.130762  [0.0, 0.0, 0.0]
  2  O     0.935721  0.262345  0.054633  [0.0, 0.0, 0.0]",66.60233333333298
24,"Full Formula (Bi4 Br12)
Reduced Formula: BiBr3
abc   :   7.172737  12.427234  23.445848
angles:  90.000000  98.059914  90.000000
pbc   :       True       True       True
Sites (16)
  #  SP           a         b          c  velocities
---  ----  --------  --------  ---------  ---------------
  0  Bi    0.923326  0.666643   0.923357  [0.0, 0.0, 0.0]
  1  Bi    0.423326  0.833357   0.923357  [0.0, 0.0, 0.0]
  2  Bi    0.923624  0.333357   0.923593  [0.0, 0.0, 0.0]
  3  Bi    0.423624  0.166643   0.923593  [0.0, 0.0, 0.0]
  4  Br    0.719405  0.82909    0.851127  [0.0, 0.0, 0.0]
  5  Br    0.732106  0.499801   0.851248  [0.0, 0.0, 0.0]
  6  Br    0.627195  0.670825   0.995549  [0.0, 0.0, 0.0]
  7  Br    0.219405  0.67091    0.851127  [0.0, 0.0, 0.0]
  8  Br    0.127195  0.829175   0.995549  [0.0, 0.0, 0.0]
  9  Br    0.114844  0.500199   0.995702  [0.0, 0.0, 0.0]
 10  Br    0.614844  0.999801   0.995702  [0.0, 0.0, 0.0]
 11  Br    0.232106  0.000199   0.851248  [0.0, 0.0, 0.0]
 12  Br    0.719755  0.170825   0.851401  [0.0, 0.0, 0.0]
 13  Br    0.627545  0.329091  -0.004177  [0.0, 0.0, 0.0]
 14  Br    0.219755  0.329175   0.851401  [0.0, 0.0, 0.0]
 15  Br    0.127545  0.17091   -0.004177  [0.0, 0.0, 0.0]",81.01406249999998
25,"Full Formula (Y2 Br2 O2)
Reduced Formula: YBrO
abc   :   3.833462   3.833462  30.308701
angles:  90.000000  90.000000 120.000635
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Br    0.333335  0.666665  0.556048  [0.0, 0.0, 0.0]
  1  Br    0.333336  0.666664  0.777279  [0.0, 0.0, 0.0]
  2  O     0         1         0.638403  [0.0, 0.0, 0.0]
  3  O     0.666664  0.333336  0.694933  [0.0, 0.0, 0.0]
  4  Y     0.666669  0.333331  0.619531  [0.0, 0.0, 0.0]
  5  Y     0.999995  5e-06     0.713806  [0.0, 0.0, 0.0]",37.02383333333259
26,"Full Formula (Mg1 Re2 O8)
Reduced Formula: Mg(ReO4)2
abc   :   5.756231   5.756231  27.011491
angles:  90.000000  90.000000 119.999995
pbc   :       True       True       True
Sites (11)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Mg    0         0         0.870213  [0.0, 0.0, 0.0]
  1  O     0.79165   0.128637  0.914335  [0.0, 0.0, 0.0]
  2  O     0.871363  0.663014  0.914335  [0.0, 0.0, 0.0]
  3  O     0.663014  0.79165   0.826091  [0.0, 0.0, 0.0]
  4  O     0.336986  0.20835   0.914335  [0.0, 0.0, 0.0]
  5  O     0.128637  0.336986  0.826091  [0.0, 0.0, 0.0]
  6  O     0.20835   0.871363  0.826091  [0.0, 0.0, 0.0]
  7  O     0.666666  0.333332  0.999903  [0.0, 0.0, 0.0]
  8  O     0.333334  0.666668  0.740523  [0.0, 0.0, 0.0]
  9  Re    0.666666  0.333332  0.936064  [0.0, 0.0, 0.0]
 10  Re    0.333334  0.666668  0.804362  [0.0, 0.0, 0.0]",70.60972727272753
27,"Full Formula (Bi2 O2 F2)
Reduced Formula: BiOF
abc   :   3.968686   3.968686  30.474493
angles:  90.000000  90.000000 119.999993
pbc   :       True       True       True
Sites (6)
  #  SP            a          b         c  velocities
---  ----  ---------  ---------  --------  ---------------
  0  Bi     0.666667   0.333333  0.063108  [0.0, 0.0, 0.0]
  1  Bi    -0         -0         0.160844  [0.0, 0.0, 0.0]
  2  O     -0         -0         0.087081  [0.0, 0.0, 0.0]
  3  O      0.666667   0.333333  0.136872  [0.0, 0.0, 0.0]
  4  F      0.333333   0.666667  0.03113   [0.0, 0.0, 0.0]
  5  F      0.333333   0.666667  0.192822  [0.0, 0.0, 0.0]",87.05199999999991
28,"Full Formula (Ni1 Te1 O4)
Reduced Formula: NiTeO4
abc   :   3.110733   5.293604  21.798178
angles:  92.927614  90.000000  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP      a         b         c  velocities
---  ----  ---  --------  --------  ---------------
  0  Ni    0.5  0.549072  0.049072  [0.0, 0.0, 0.0]
  1  Te    0    0.049072  0.049072  [0.0, 0.0, 0.0]
  2  O     0    0.740801  0.091672  [0.0, 0.0, 0.0]
  3  O     0    0.357343  0.006472  [0.0, 0.0, 0.0]
  4  O     0.5  0.212279  0.097976  [0.0, 0.0, 0.0]
  5  O     0.5  0.885866  0.000169  [0.0, 0.0, 0.0]",68.94950000000044
29,"Full Formula (Zr1 Ti1 Te4)
Reduced Formula: ZrTiTe4
abc   :   6.718059   3.871191  26.942834
angles:  90.000000  90.032873  90.000000
pbc   :       True       True       True
Sites (6)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Zr    0.517062  0.894183  0.12913   [0.0, 0.0, 0.0]
  1  Ti    0.017062  0.394183  0.12913   [0.0, 0.0, 0.0]
  2  Te    0.173441  0.894183  0.193577  [0.0, 0.0, 0.0]
  3  Te    0.694341  0.394183  0.195754  [0.0, 0.0, 0.0]
  4  Te    0.339783  0.394183  0.062506  [0.0, 0.0, 0.0]
  5  Te    0.860683  0.894183  0.064683  [0.0, 0.0, 0.0]",113.1188333333335
30,"Full Formula (Si6 H2)
Reduced Formula: Si3H
abc   :   3.873072   3.873072  31.302199
angles:  90.000000  90.000000 120.000007
pbc   :       True       True       True
Sites (8)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Si    0.333333  0.666667  0.066509  [0.0, 0.0, 0.0]
  1  Si    0.666667  0.333333  0.091249  [0.0, 0.0, 0.0]
  2  Si    0.666667  0.333333  0.167623  [0.0, 0.0, 0.0]
  3  Si    0.333333  0.666667  0.193444  [0.0, 0.0, 0.0]
  4  Si    0.333333  0.666667  0.269818  [0.0, 0.0, 0.0]
  5  Si    0.666667  0.333333  0.294558  [0.0, 0.0, 0.0]
  6  H     0.333333  0.666667  0.018271  [0.0, 0.0, 0.0]
  7  H     0.666667  0.333333  0.342796  [0.0, 0.0, 0.0]",25.958624999999902
31,"Full Formula (Co1 O2)
Reduced Formula: CoO2
abc   :   2.871736   2.871736  25.455227
angles:  90.000000  90.000000 119.999998
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Co    0.666667  0.333333  0.102683  [0.0, 0.0, 0.0]
  1  O     0.666667  0.333333  0.040384  [0.0, 0.0, 0.0]
  2  O     0.666667  0.333333  0.164981  [0.0, 0.0, 0.0]",49.874333333333354
32,"Full Formula (V1 O2)
Reduced Formula: VO2
abc   :   2.899181   2.899181  26.380600
angles:  90.000000  90.000000 120.000130
pbc   :       True       True       True
Sites (3)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  O     0.333333   0.666667  0.159266  [0.0, 0.0, 0.0]
  1  O     0.666667   0.333333  0.234227  [0.0, 0.0, 0.0]
  2  V     0         -0         0.196747  [0.0, 0.0, 0.0]",58.829666666667
33,"Full Formula (Te1 O3)
Reduced Formula: TeO3
abc   :   3.757948   3.757948  31.754374
angles:  90.000000  90.000000 120.000000
pbc   :       True       True       True
Sites (4)
  #  SP           a          b         c  velocities
---  ----  --------  ---------  --------  ---------------
  0  Te    0.333333   0.666667  0.092541  [0.0, 0.0, 0.0]
  1  O     0.333333   0.666667  0.149118  [0.0, 0.0, 0.0]
  2  O     0.333333   0.666667  0.035965  [0.0, 0.0, 0.0]
  3  O     0         -0         0.092541  [0.0, 0.0, 0.0]",49.335499999999755
34,"Full Formula (Bi1 O2)
Reduced Formula: BiO2
abc   :   3.687471   3.687471  25.806384
angles:  90.000000  90.000000 119.999996
pbc   :       True       True       True
Sites (3)
  #  SP           a         b         c  velocities
---  ----  --------  --------  --------  ---------------
  0  Bi    0.666667  0.333333  0.075625  [0.0, 0.0, 0.0]
  1  O     0.333333  0.666667  0.033067  [0.0, 0.0, 0.0]
  2  O     0.333333  0.666667  0.118182  [0.0, 0.0, 0.0]",161.29653333333317
